0,d,0,0,0,0,0
1,d,0,0,0,0,0
2,d,0,0,0,1,1
3,d,0,0,0,2,2
4,d,0,0,0,3,3
5,d,0,0,0,4,4
6,d,0,0,0,5,5
7,d,0,0,0,6,6
8,d,0,0,0,7,7
9,d,0,0,1,7,7
a,d,0,0,1,8,8
b,d,0,0,2,a,a
c,d,0,0,2,a,a
d,d,0,0,3,d,d
e,d,0,0,5,d,d
f,d,0,0,8,d,d
0,e,0,0,0,0,0
1,e,0,0,0,1,1
2,e,0,0,0,2,2
3,e,0,0,0,2,2
4,e,0,0,0,4,4
5,e,0,0,0,5,5
6,e,0,0,0,6,6
7,e,0,0,0,6,6
8,e,0,0,0,7,7
9,e,0,0,1,8,8
a,e,0,0,1,8,8
b,e,0,0,2,a,a
c,e,0,0,2,a,a
d,e,0,0,3,d,d
e,e,0,0,5,d,d
f,e,0,0,8,d,d
0,f,0,0,0,0,0
1,f,0,0,0,1,1
2,f,0,0,0,2,2
3,f,0,0,0,3,3
4,f,0,0,0,4,4
5,f,0,0,0,5,5
6,f,0,0,0,6,6
7,f,0,0,0,7,7
8,f,0,0,0,8,8
9,f,0,0,1,8,8
a,f,0,0,1,a,a
b,f,0,0,2,a,a
c,f,0,0,2,d,d
d,f,0,0,3,d,d
e,f,0,0,5,d,d
f,f,0,0,8,d,d
0,0,1,0,0,0,0
1,0,1,0,0,0,0
2,0,1,0,0,0,0
3,0,1,0,0,0,0
4,0,1,0,0,0,0
5,0,1,0,0,0,0
6,0,1,0,0,0,0
7,0,1,0,0,0,0
8,0,1,0,1,0,1
9,0,1,0,1,1,1
a,0,1,0,2,1,2
b,0,1,0,2,2,2
c,0,1,0,3,2,3
d,0,1,0,4,3,4
e,0,1,0,5,5,5
f,0,1,0,9,8,9
0,1,1,0,0,0,0
1,1,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,0,0
4,1,1,0,0,0,0
5,1,1,0,0,0,0
6,1,1,0,0,0,0
7,1,1,0,0,0,1
8,1,1,0,1,1,1
9,1,1,0,1,1,1
a,1,1,0,2,1,2
b,1,1,0,2,2,2
c,1,1,0,3,3,4
d,1,1,0,4,4,4
e,1,1,0,5,6,6
f,1,1,0,9,8,9
0,2,1,0,0,0,0
1,2,1,0,0,0,0
2,2,1,0,0,0,0
3,2,1,0,0,0,0
4,2,1,0,0,0,0
5,2,1,0,0,0,0
6,2,1,0,0,0,1
7,2,1,0,0,0,1
8,2,1,0,1,1,1
9,2,1,0,1,1,2
a,2,1,0,2,2,2
b,2,1,0,2,2,3
c,2,1,0,3,4,4
d,2,1,0,4,5,5
e,2,1,0,5,7,8
f,2,1,0,9,a,b
0,3,1,0,0,0,0
1,3,1,0,0,0,0
2,3,1,0,0,0,0
3,3,1,0,0,0,0
4,3,1,0,0,0,0
5,3,1,0,0,0,1
6,3,1,0,0,0,1
7,3,1,0,0,1,1
8,3,1,0,1,1,2
9,3,1,0,1,2,2
a,3,1,0,2,2,3
b,3,1,0,2,3,4
c,3,1,0,3,4,4
d,3,1,0,4,6,6
e,3,1,0,5,7,8
f,3,1,0,9,a,b
0,4,1,0,0,0,0
1,4,1,0,0,0,0
2,4,1,0,0,0,0
3,4,1,0,0,0,0
4,4,1,0,0,0,0
5,4,1,0,0,0,1
6,4,1,0,0,1,1
7,4,1,0,0,1,2
8,4,1,0,1,2,2
9,4,1,0,1,2,3
a,4,1,0,2,3,4
b,4,1,0,2,4,4
c,4,1,0,3,5,5
d,4,1,0,4,6,6
e,4,1,0,5,8,9
f,4,1,0,9,a,b
0,5,1,0,0,0,0
1,5,1,0,0,0,0
2,5,1,0,0,0,0
3,5,1,0,0,0,0
4,5,1,0,0,0,1
5,5,1,0,0,1,1
6,5,1,0,0,1,1
7,5,1,0,0,1,2
8,5,1,0,1,2,2
9,5,1,0,1,2,3
a,5,1,0,2,3,4
b,5,1,0,2,5,5
c,5,1,0,3,6,6
d,5,1,0,4,7,8
e,5,1,0,5,8,9
f,5,1,0,9,d,d
0,6,1,0,0,0,0
1,6,1,0,0,0,0
2,6,1,0,0,0,0
3,6,1,0,0,0,0
4,6,1,0,0,0,1
5,6,1,0,0,1,1
6,6,1,0,0,1,2
7,6,1,0,0,2,2
8,6,1,0,1,2,3
9,6,1,0,1,3,4
a,6,1,0,2,4,4
b,6,1,0,2,5,5
c,6,1,0,3,6,6
d,6,1,0,4,7,8
e,6,1,0,5,a,b
f,6,1,0,9,d,d
0,7,1,0,0,0,0
1,7,1,0,0,0,0
2,7,1,0,0,0,0
3,7,1,0,0,0,1
4,7,1,0,0,1,1
5,7,1,0,0,1,2
6,7,1,0,0,2,2
7,7,1,0,0,2,3
8,7,1,0,1,3,4
9,7,1,0,1,4,4
a,7,1,0,2,5,5
b,7,1,0,2,6,6
c,7,1,0,3,7,8
d,7,1,0,4,8,9
e,7,1,0,5,a,b
f,7,1,0,9,d,d
0,8,1,0,0,0,0
1,8,1,0,0,0,0
2,8,1,0,0,0,0
3,8,1,0,0,0,1
4,8,1,0,0,1,1
5,8,1,0,0,1,2
6,8,1,0,0,2,2
7,8,1,0,0,2,3
8,8,1,0,1,3,4
9,8,1,0,1,4,4
a,8,1,0,2,5,5
b,8,1,0,2,6,6
c,8,1,0,3,7,8
d,8,1,0,4,8,9
e,8,1,0,5,a,b
f,8,1,0,9,d,d
0,9,1,0,0,0,0
1,9,1,0,0,0,0
2,9,1,0,0,0,1
3,9,1,0,0,1,1
4,9,1,0,0,1,2
5,9,1,0,0,2,2
6,9,1,0,0,2,3
7,9,1,0,0,3,4
8,9,1,0,1,4,4
9,9,1,0,1,5,5
a,9,1,0,2,6,6
b,9,1,0,2,7,8
c,9,1,0,3,8,9
d,9,1,0,4,a,b
e,9,1,0,5,a,b
f,9,1,0,9,d,d
0,a,1,0,0,0,0
1,a,1,0,0,0,0
2,a,1,0,0,0,1
3,a,1,0,0,1,1
4,a,1,0,0,1,2
5,a,1,0,0,2,3
6,a,1,0,0,3,4
7,a,1,0,0,4,4
8,a,1,0,1,5,5
9,a,1,0,1,6,6
a,a,1,0,2,6,6
b,a,1,0,2,7,8
c,a,1,0,3,8,9
d,a,1,0,4,a,b
e,a,1,0,5,d,d
f,a,1,0,9,d,d
0,b,1,0,0,0,0
1,b,1,0,0,0,0
2,b,1,0,0,1,1
3,b,1,0,0,1,2
4,b,1,0,0,2,2
5,b,1,0,0,2,3
6,b,1,0,0,3,4
7,b,1,0,0,4,4
8,b,1,0,1,5,5
9,b,1,0,1,6,6
a,b,1,0,2,7,8
b,b,1,0,2,8,9
c,b,1,0,3,8,9
d,b,1,0,4,a,b
e,b,1,0,5,d,d
f,b,1,0,9,d,d
0,c,1,0,0,0,0
1,c,1,0,0,0,1
2,c,1,0,0,1,1
3,c,1,0,0,2,2
4,c,1,0,0,2,3
5,c,1,0,0,3,4
6,c,1,0,0,4,4
7,c,1,0,0,5,5
8,c,1,0,1,6,6
9,c,1,0,1,7,8
a,c,1,0,2,7,8
b,c,1,0,2,8,9
c,c,1,0,3,a,b
d,c,1,0,4,a,b
e,c,1,0,5,d,d
f,c,1,0,9,d,d
0,d,1,0,0,0,0
1,d,1,0,0,0,1
2,d,1,0,0,1,2
3,d,1,0,0,2,2
4,d,1,0,0,3,4
5,d,1,0,0,4,4
6,d,1,0,0,5,5
7,d,1,0,0,6,6
8,d,1,0,1,7,8
9,d,1,0,1,7,8
a,d,1,0,2,8,9
b,d,1,0,2,a,b
c,d,1,0,3,a,b
d,d,1,0,4,d,d
e,d,1,0,5,d,d
f,d,1,0,9,d,d
0,e,1,0,0,0,0
1,e,1,0,0,1,1
2,e,1,0,0,2,2
3,e,1,0,0,2,3
4,e,1,0,0,4,4
5,e,1,0,0,5,5
6,e,1,0,0,6,6
7,e,1,0,0,6,6
8,e,1,0,1,7,8
9,e,1,0,1,8,9
a,e,1,0,2,8,9
b,e,1,0,2,a,b
c,e,1,0,3,a,b
d,e,1,0,4,d,d
e,e,1,0,5,d,d
f,e,1,0,9,d,d
0,f,1,0,0,0,0
1,f,1,0,0,1,2
2,f,1,0,0,2,3
3,f,1,0,0,3,4
4,f,1,0,0,4,4
5,f,1,0,0,5,5
6,f,1,0,0,6,6
7,f,1,0,0,7,8
8,f,1,0,1,8,9
9,f,1,0,1,8,9
a,f,1,0,2,a,b
b,f,1,0,2,a,b
c,f,1,0,3,d,d
d,f,1,0,4,d,d
e,f,1,0,5,d,d
f,f,1,0,9,d,d
0,0,2,0,0,0,0
1,0,2,0,0,0,0
2,0,2,0,0,0,0
3,0,2,0,0,0,0
4,0,2,0,0,0,0
5,0,2,0,0,0,0
6,0,2,0,0,0,0
7,0,2,0,0,0,0
8,0,2,0,1,0,1
9,0,2,0,1,1,1
a,0,2,0,2,1,2
b,0,2,0,3,2,3
c,0,2,0,3,2,3
d,0,2,0,4,3,4
e,0,2,0,6,5,6
f,0,2,0,a,8,a
0,1,2,0,0,0,0
1,1,2,0,0,0,0
2,1,2,0,0,0,0
3,1,2,0,0,0,0
4,1,2,0,0,0,0
5,1,2,0,0,0,0
6,1,2,0,0,0,0
7,1,2,0,0,0,1
8,1,2,0,1,1,1
9,1,2,0,1,1,1
a,1,2,0,2,1,2
b,1,2,0,3,2,3
c,1,2,0,3,3,4
d,1,2,0,4,4,5
e,1,2,0,6,6,7
f,1,2,0,a,8,a
0,2,2,0,0,0,0
1,2,2,0,0,0,0
2,2,2,0,0,0,0
3,2,2,0,0,0,0
4,2,2,0,0,0,0
5,2,2,0,0,0,0
6,2,2,0,0,0,1
7,2,2,0,0,0,1
8,2,2,0,1,1,1
9,2,2,0,1,1,2
a,2,2,0,2,2,3
b,2,2,0,3,2,3
c,2,2,0,3,4,5
d,2,2,0,4,5,6
e,2,2,0,6,7,9
f,2,2,0,a,a,c
0,3,2,0,0,0,0
1,3,2,0,0,0,0
2,3,2,0,0,0,0
3,3,2,0,0,0,0
4,3,2,0,0,0,0
5,3,2,0,0,0,1
6,3,2,0,0,0,1
7,3,2,0,0,1,1
8,3,2,0,1,1,2
9,3,2,0,1,2,3
a,3,2,0,2,2,3
b,3,2,0,3,3,4
c,3,2,0,3,4,5
d,3,2,0,4,6,7
e,3,2,0,6,7,9
f,3,2,0,a,a,c
0,4,2,0,0,0,0
1,4,2,0,0,0,0
2,4,2,0,0,0,0
3,4,2,0,0,0,0
4,4,2,0,0,0,0
5,4,2,0,0,0,1
6,4,2,0,0,1,1
7,4,2,0,0,1,2
8,4,2,0,1,2,3
9,4,2,0,1,2,3
a,4,2,0,2,3,4
b,4,2,0,3,4,5
c,4,2,0,3,5,6
d,4,2,0,4,6,7
e,4,2,0,6,8,a
f,4,2,0,a,a,c
0,5,2,0,0,0,0
1,5,2,0,0,0,0
2,5,2,0,0,0,0
3,5,2,0,0,0,0
4,5,2,0,0,0,1
5,5,2,0,0,1,1
6,5,2,0,0,1,1
7,5,2,0,0,1,2
8,5,2,0,1,2,3
9,5,2,0,1,2,3
a,5,2,0,2,3,4
b,5,2,0,3,5,6
c,5,2,0,3,6,7
d,5,2,0,4,7,9
e,5,2,0,6,8,a
f,5,2,0,a,d,e
0,6,2,0,0,0,0
1,6,2,0,0,0,0
2,6,2,0,0,0,0
3,6,2,0,0,0,0
4,6,2,0,0,0,1
5,6,2,0,0,1,1
6,6,2,0,0,1,2
7,6,2,0,0,2,3
8,6,2,0,1,2,3
9,6,2,0,1,3,4
a,6,2,0,2,4,5
b,6,2,0,3,5,6
c,6,2,0,3,6,7
d,6,2,0,4,7,9
e,6,2,0,6,a,c
f,6,2,0,a,d,e
0,7,2,0,0,0,0
1,7,2,0,0,0,0
2,7,2,0,0,0,0
3,7,2,0,0,0,1
4,7,2,0,0,1,1
5,7,2,0,0,1,2
6,7,2,0,0,2,3
7,7,2,0,0,2,3
8,7,2,0,1,3,4
9,7,2,0,1,4,5
a,7,2,0,2,5,6
b,7,2,0,3,6,7
c,7,2,0,3,7,9
d,7,2,0,4,8,a
e,7,2,0,6,a,c
f,7,2,0,a,d,e
0,8,2,0,0,0,0
1,8,2,0,0,0,0
2,8,2,0,0,0,0
3,8,2,0,0,0,1
4,8,2,0,0,1,1
5,8,2,0,0,1,2
6,8,2,0,0,2,3
7,8,2,0,0,2,3
8,8,2,0,1,3,4
9,8,2,0,1,4,5
a,8,2,0,2,5,6
b,8,2,0,3,6,7
c,8,2,0,3,7,9
d,8,2,0,4,8,a
e,8,2,0,6,a,c
f,8,2,0,a,d,e
0,9,2,0,0,0,0
1,9,2,0,0,0,0
2,9,2,0,0,0,1
3,9,2,0,0,1,1
4,9,2,0,0,1,2
5,9,2,0,0,2,3
6,9,2,0,0,2,3
7,9,2,0,0,3,4
8,9,2,0,1,4,5
9,9,2,0,1,5,6
a,9,2,0,2,6,7
b,9,2,0,3,7,9
c,9,2,0,3,8,a
d,9,2,0,4,a,c
e,9,2,0,6,a,c
f,9,2,0,a,d,e
0,a,2,0,0,0,0
1,a,2,0,0,0,0
2,a,2,0,0,0,1
3,a,2,0,0,1,1
4,a,2,0,0,1,2
5,a,2,0,0,2,3
6,a,2,0,0,3,4
7,a,2,0,0,4,5
8,a,2,0,1,5,6
9,a,2,0,1,6,7
a,a,2,0,2,6,7
b,a,2,0,3,7,9
c,a,2,0,3,8,a
d,a,2,0,4,a,c
e,a,2,0,6,d,e
f,a,2,0,a,d,e
0,b,2,0,0,0,0
1,b,2,0,0,0,0
2,b,2,0,0,1,1
3,b,2,0,0,1,2
4,b,2,0,0,2,3
5,b,2,0,0,2,3
6,b,2,0,0,3,4
7,b,2,0,0,4,5
8,b,2,0,1,5,6
9,b,2,0,1,6,7
a,b,2,0,2,7,9
b,b,2,0,3,8,a
c,b,2,0,3,8,a
d,b,2,0,4,a,c
e,b,2,0,6,d,e
f,b,2,0,a,d,e
0,c,2,0,0,0,0
1,c,2,0,0,0,1
2,c,2,0,0,1,1
3,c,2,0,0,2,3
4,c,2,0,0,2,3
5,c,2,0,0,3,4
6,c,2,0,0,4,5
7,c,2,0,0,5,6
8,c,2,0,1,6,7
9,c,2,0,1,7,9
a,c,2,0,2,7,9
b,c,2,0,3,8,a
c,c,2,0,3,a,c
d,c,2,0,4,a,c
e,c,2,0,6,d,e
f,c,2,0,a,d,e
0,d,2,0,0,0,0
1,d,2,0,0,0,1
2,d,2,0,0,1,2
3,d,2,0,0,2,3
4,d,2,0,0,3,4
5,d,2,0,0,4,5
6,d,2,0,0,5,6
7,d,2,0,0,6,7
8,d,2,0,1,7,9
9,d,2,0,1,7,9
a,d,2,0,2,8,a
b,d,2,0,3,a,c
c,d,2,0,3,a,c
d,d,2,0,4,d,e
e,d,2,0,6,d,e
f,d,2,0,a,d,e
0,e,2,0,0,0,0
1,e,2,0,0,1,1
2,e,2,0,0,2,3
3,e,2,0,0,2,3
4,e,2,0,0,4,5
5,e,2,0,0,5,6
6,e,2,0,0,6,7
7,e,2,0,0,6,7
8,e,2,0,1,7,9
9,e,2,0,1,8,a
a,e,2,0,2,8,a
b,e,2,0,3,a,c
c,e,2,0,3,a,c
d,e,2,0,4,d,e
e,e,2,0,6,d,e
f,e,2,0,a,d,e
0,f,2,0,0,0,0
1,f,2,0,0,1,2
2,f,2,0,0,2,3
3,f,2,0,0,3,4
4,f,2,0,0,4,5
5,f,2,0,0,5,6
6,f,2,0,0,6,7
7,f,2,0,0,7,9
8,f,2,0,1,8,a
9,f,2,0,1,8,a
a,f,2,0,2,a,c
b,f,2,0,3,a,c
c,f,2,0,3,d,e
d,f,2,0,4,d,e
e,f,2,0,6,d,e
f,f,2,0,a,d,e
0,0,3,0,0,0,0
1,0,3,0,0,0,0
2,0,3,0,0,0,0
3,0,3,0,0,0,0
4,0,3,0,0,0,0
5,0,3,0,0,0,0
6,0,3,0,1,0,1
7,0,3,0,1,0,1
8,0,3,0,1,0,1
9,0,3,0,2,1,2
a,0,3,0,3,1,3
b,0,3,0,3,2,3
c,0,3,0,4,2,4
d,0,3,0,5,3,5
e,0,3,0,7,5,7
f,0,3,0,b,8,b
0,1,3,0,0,0,0
1,1,3,0,0,0,0
2,1,3,0,0,0,0
3,1,3,0,0,0,0
4,1,3,0,0,0,0
5,1,3,0,0,0,1
6,1,3,0,1,0,1
7,1,3,0,1,0,1
8,1,3,0,1,1,2
9,1,3,0,2,1,2
a,1,3,0,3,1,3
b,1,3,0,3,2,3
c,1,3,0,4,3,5
d,1,3,0,5,4,6
e,1,3,0,7,6,8
f,1,3,0,b,8,b
0,2,3,0,0,0,0
1,2,3,0,0,0,0
2,2,3,0,0,0,0
3,2,3,0,0,0,0
4,2,3,0,0,0,0
5,2,3,0,0,0,1
6,2,3,0,1,0,1
7,2,3,0,1,0,1
8,2,3,0,1,1,2
9,2,3,0,2,1,3
a,2,3,0,3,2,3
b,2,3,0,3,2,4
c,2,3,0,4,4,6
d,2,3,0,5,5,7
e,2,3,0,7,7,9
f,2,3,0,b,a,c
0,3,3,0,0,0,0
1,3,3,0,0,0,0
2,3,3,0,0,0,0
3,3,3,0,0,0,0
4,3,3,0,0,0,1
5,3,3,0,0,0,1
6,3,3,0,1,0,1
7,3,3,0,1,1,2
8,3,3,0,1,1,3
9,3,3,0,2,2,3
a,3,3,0,3,2,4
b,3,3,0,3,3,5
c,3,3,0,4,4,6
d,3,3,0,5,6,8
e,3,3,0,7,7,9
f,3,3,0,b,a,c
0,4,3,0,0,0,0
1,4,3,0,0,0,0
2,4,3,0,0,0,0
3,4,3,0,0,0,1
4,4,3,0,0,0,1
5,4,3,0,0,0,1
6,4,3,0,1,1,2
7,4,3,0,1,1,3
8,4,3,0,1,2,3
9,4,3,0,2,2,4
a,4,3,0,3,3,5
b,4,3,0,3,4,6
c,4,3,0,4,5,7
d,4,3,0,5,6,8
e,4,3,0,7,8,b
f,4,3,0,b,a,c
0,5,3,0,0,0,0
1,5,3,0,0,0,0
2,5,3,0,0,0,0
3,5,3,0,0,0,1
4,5,3,0,0,0,1
5,5,3,0,0,1,2
6,5,3,0,1,1,2
7,5,3,0,1,1,3
8,5,3,0,1,2,3
9,5,3,0,2,2,4
a,5,3,0,3,3,5
b,5,3,0,3,5,7
c,5,3,0,4,6,8
d,5,3,0,5,7,9
e,5,3,0,7,8,b
f,5,3,0,b,d,e
0,6,3,0,0,0,0
1,6,3,0,0,0,0
2,6,3,0,0,0,0
3,6,3,0,0,0,1
4,6,3,0,0,0,1
5,6,3,0,0,1,2
6,6,3,0,1,1,3
7,6,3,0,1,2,3
8,6,3,0,1,2,4
9,6,3,0,2,3,5
a,6,3,0,3,4,6
b,6,3,0,3,5,7
c,6,3,0,4,6,8
d,6,3,0,5,7,9
e,6,3,0,7,a,c
f,6,3,0,b,d,e
0,7,3,0,0,0,0
1,7,3,0,0,0,0
2,7,3,0,0,0,1
3,7,3,0,0,0,1
4,7,3,0,0,1,2
5,7,3,0,0,1,3
6,7,3,0,1,2,3
7,7,3,0,1,2,4
8,7,3,0,1,3,5
9,7,3,0,2,4,6
a,7,3,0,3,5,7
b,7,3,0,3,6,8
c,7,3,0,4,7,9
d,7,3,0,5,8,b
e,7,3,0,7,a,c
f,7,3,0,b,d,e
0,8,3,0,0,0,0
1,8,3,0,0,0,0
2,8,3,0,0,0,1
3,8,3,0,0,0,1
4,8,3,0,0,1,2
5,8,3,0,0,1,3
6,8,3,0,1,2,3
7,8,3,0,1,2,4
8,8,3,0,1,3,5
9,8,3,0,2,4,6
a,8,3,0,3,5,7
b,8,3,0,3,6,8
c,8,3,0,4,7,9
d,8,3,0,5,8,b
e,8,3,0,7,a,c
f,8,3,0,b,d,e
0,9,3,0,0,0,0
1,9,3,0,0,0,0
2,9,3,0,0,0,1
3,9,3,0,0,1,2
4,9,3,0,0,1,3
5,9,3,0,0,2,3
6,9,3,0,1,2,4
7,9,3,0,1,3,5
8,9,3,0,1,4,6
9,9,3,0,2,5,7
a,9,3,0,3,6,8
b,9,3,0,3,7,9
c,9,3,0,4,8,b
d,9,3,0,5,a,c
e,9,3,0,7,a,c
f,9,3,0,b,d,e
0,a,3,0,0,0,0
1,a,3,0,0,0,1
2,a,3,0,0,0,1
3,a,3,0,0,1,2
4,a,3,0,0,1,3
5,a,3,0,0,2,4
6,a,3,0,1,3,5
7,a,3,0,1,4,6
8,a,3,0,1,5,7
9,a,3,0,2,6,8
a,a,3,0,3,6,8
b,a,3,0,3,7,9
c,a,3,0,4,8,b
d,a,3,0,5,a,c
e,a,3,0,7,d,e
f,a,3,0,b,d,e
0,b,3,0,0,0,0
1,b,3,0,0,0,1
2,b,3,0,0,1,2
3,b,3,0,0,1,3
4,b,3,0,0,2,3
5,b,3,0,0,2,4
6,b,3,0,1,3,5
7,b,3,0,1,4,6
8,b,3,0,1,5,7
9,b,3,0,2,6,8
a,b,3,0,3,7,9
b,b,3,0,3,8,b
c,b,3,0,4,8,b
d,b,3,0,5,a,c
e,b,3,0,7,d,e
f,b,3,0,b,d,e
0,c,3,0,0,0,0
1,c,3,0,0,0,1
2,c,3,0,0,1,2
3,c,3,0,0,2,3
4,c,3,0,0,2,4
5,c,3,0,0,3,5
6,c,3,0,1,4,6
7,c,3,0,1,5,7
8,c,3,0,1,6,8
9,c,3,0,2,7,9
a,c,3,0,3,7,9
b,c,3,0,3,8,b
c,c,3,0,4,a,c
d,c,3,0,5,a,c
e,c,3,0,7,d,e
f,c,3,0,b,d,e
0,d,3,0,0,0,0
1,d,3,0,0,0,1
2,d,3,0,0,1,3
3,d,3,0,0,2,3
4,d,3,0,0,3,5
5,d,3,0,0,4,6
6,d,3,0,1,5,7
7,d,3,0,1,6,8
8,d,3,0,1,7,9
9,d,3,0,2,7,9
a,d,3,0,3,8,b
b,d,3,0,3,a,c
c,d,3,0,4,a,c
d,d,3,0,5,d,e
e,d,3,0,7,d,e
f,d,3,0,b,d,e
0,e,3,0,0,0,1
1,e,3,0,0,1,2
2,e,3,0,0,2,3
3,e,3,0,0,2,4
4,e,3,0,0,4,6
5,e,3,0,0,5,7
6,e,3,0,1,6,8
7,e,3,0,1,6,8
