0,0,f
0,1,e
0,2,d
0,3,c
0,4,b
0,5,a
0,6,9
0,7,8
0,8,7
0,9,6
0,a,5
0,b,4
0,c,3
0,d,2
0,e,1
0,f,0
1,0,d
1,1,d
1,2,c
1,3,b
1,4,b
1,5,a
1,6,9
1,7,8
1,8,7
1,9,6
1,a,5
1,b,4
1,c,4
1,d,3
1,e,2
1,f,2
2,0,b
2,1,b
2,2,b
2,3,a
2,4,a
2,5,9
2,6,9
2,7,8
2,8,7
2,9,6
2,a,6
2,b,5
2,c,5
2,d,4
2,e,4
2,f,4
3,0,a
3,1,a
3,2,a
3,3,a
3,4,9
3,5,9
3,6,8
3,7,8
3,8,7
3,9,7
3,a,6
3,b,6
3,c,5
3,d,5
3,e,5
3,f,5
4,0,9
4,1,9
4,2,9
4,3,9
4,4,9
4,5,8
4,6,8
4,7,8
4,8,7
4,9,7
4,a,7
4,b,6
4,c,6
4,d,6
4,e,6
4,f,6
5,0,9
5,1,9
5,2,9
5,3,8
5,4,8
5,5,8
5,6,8
5,7,8
5,8,7
5,9,7
5,a,7
5,b,7
5,c,7
5,d,6
5,e,6
5,f,6
6,0,8
6,1,8
6,2,8
6,3,8
6,4,8
6,5,8
6,6,8
6,7,8
6,8,7
6,9,7
6,a,7
6,b,7
6,c,7
6,d,7
6,e,7
6,f,7
7,0,8
7,1,8
7,2,8
7,3,8
7,4,8
7,5,8
7,6,8
7,7,8
7,8,7
7,9,7
7,a,7
7,b,7
7,c,7
7,d,7
7,e,7
7,f,7
8,0,7
8,1,7
8,2,7
8,3,7
8,4,7
8,5,7
8,6,7
8,7,7
8,8,8
8,9,8
8,a,8
8,b,8
8,c,8
8,d,8
8,e,8
8,f,8
9,0,7
9,1,7
9,2,7
9,3,7
9,4,7
9,5,7
9,6,7
9,7,7
9,8,8
9,9,8
9,a,8
9,b,8
9,c,8
9,d,8
9,e,8
9,f,8
a,0,6
a,1,6
a,2,6
a,3,7
a,4,7
a,5,7
a,6,7
a,7,7
a,8,8
a,9,8
a,a,8
a,b,8
a,c,8
a,d,9
a,e,9
a,f,9
b,0,6
b,1,6
b,2,6
b,3,6
b,4,6
b,5,7
b,6,7
b,7,7
b,8,8
b,9,8
b,a,8
b,b,9
b,c,9
b,d,9
b,e,9
b,f,9
c,0,5
c,1,5
c,2,5
c,3,5
c,4,6
c,5,6
c,6,7
c,7,7
c,8,8
c,9,8
c,a,9
c,b,9
c,c,a
c,d,a
c,e,a
c,f,a
d,0,4
d,1,4
d,2,4
d,3,5
d,4,5
d,5,6
d,6,6
d,7,7
d,8,8
d,9,9
d,a,9
d,b,a
d,c,a
d,d,b
d,e,b
d,f,b
e,0,2
e,1,2
e,2,3
e,3,4
e,4,4
e,5,5
e,6,6
e,7,7
e,8,8
e,9,9
e,a,a
e,b,b
e,c,b
e,d,c
e,e,d
e,f,d
f,0,0
f,1,1
f,2,2
f,3,3
f,4,4
f,5,5
f,6,6
f,7,7
f,8,8
f,9,9
f,a,a
f,b,b
f,c,c
f,d,d
f,e,e
f,f,f
