0,0,15
0,1,14
0,2,13
0,3,13
0,4,12
0,5,11
0,6,9
0,7,8
0,8,7
0,9,6
0,10,4
0,11,3
0,12,2
0,13,2
0,14,1
0,15,0
1,0,14
1,1,12
1,2,10
1,3,9
1,4,8
1,5,8
1,6,8
1,7,8
1,8,8
1,9,8
1,10,8
1,11,8
1,12,6
1,13,5
1,14,3
1,15,1
2,0,13
2,1,10
2,2,8
2,3,8
2,4,8
2,5,8
2,6,8
2,7,8
2,8,8
2,9,8
2,10,8
2,11,8
2,12,8
2,13,7
2,14,5
2,15,2
3,0,13
3,1,9
3,2,8
3,3,8
3,4,8
3,5,8
3,6,8
3,7,8
3,8,8
3,9,8
3,10,8
3,11,8
3,12,8
3,13,8
3,14,6
3,15,2
4,0,12
4,1,8
4,2,8
4,3,8
4,4,8
4,5,8
4,6,8
4,7,8
4,8,8
4,9,8
4,10,8
4,11,8
4,12,8
4,13,8
4,14,8
4,15,3
5,0,11
5,1,8
5,2,8
5,3,8
5,4,8
5,5,8
5,6,8
5,7,8
5,8,8
5,9,8
5,10,8
5,11,8
5,12,8
5,13,8
5,14,8
5,15,4
6,0,9
6,1,8
6,2,8
6,3,8
6,4,8
6,5,8
6,6,8
6,7,8
6,8,8
6,9,8
6,10,8
6,11,8
6,12,8
6,13,8
6,14,8
6,15,6
7,0,8
7,1,8
7,2,8
7,3,8
7,4,8
7,5,8
7,6,8
7,7,8
7,8,8
7,9,8
7,10,8
7,11,8
7,12,8
7,13,8
7,14,8
7,15,7
8,0,7
8,1,7
8,2,7
8,3,7
8,4,7
8,5,7
8,6,7
8,7,7
8,8,7
8,9,7
8,10,7
8,11,7
8,12,7
8,13,7
8,14,7
8,15,8
9,0,6
9,1,7
9,2,7
9,3,7
9,4,7
9,5,7
9,6,7
9,7,7
9,8,7
9,9,7
9,10,7
9,11,7
9,12,7
9,13,7
9,14,7
9,15,9
10,0,4
10,1,7
10,2,7
10,3,7
10,4,7
10,5,7
10,6,7
10,7,7
10,8,7
10,9,7
10,10,7
10,11,7
10,12,7
10,13,7
10,14,7
10,15,11
11,0,3
11,1,7
11,2,7
11,3,7
11,4,7
11,5,7
11,6,7
11,7,7
11,8,7
11,9,7
11,10,7
11,11,7
11,12,7
11,13,7
11,14,7
11,15,12
12,0,2
12,1,6
12,2,7
12,3,7
12,4,7
12,5,7
12,6,7
12,7,7
12,8,7
12,9,7
12,10,7
12,11,7
12,12,7
12,13,7
12,14,9
12,15,13
13,0,2
13,1,5
13,2,7
13,3,7
13,4,7
13,5,7
13,6,7
13,7,7
13,8,7
13,9,7
13,10,7
13,11,7
13,12,7
13,13,8
13,14,10
13,15,13
14,0,1
14,1,3
14,2,5
14,3,6
14,4,7
14,5,7
14,6,7
14,7,7
14,8,7
14,9,7
14,10,7
14,11,7
14,12,9
14,13,10
14,14,12
14,15,14
15,0,0
15,1,1
15,2,2
15,3,2
15,4,3
15,5,4
15,6,6
15,7,7
15,8,8
15,9,9
15,10,11
15,11,12
15,12,13
15,13,13
15,14,14
15,15,15
